DateTime,Total P,FracYear,d2H_1,d18O_1,d2H_2,d18O_2,d2H_3,d18O_3,d2H_4,d18O_4,d2H_5,d18O_5,d2H_6,d18O_6,d2H_7,d18O_7,d2H_8,d18O_8,d2H_9,d18O_9,d2H_10,d18O_10
2016-05-13,,0.36687200547570203,,,,,,,,,,,,,,,,,,,,
2016-05-14,,0.36960985626283366,,,,,,,,,,,,,,,,,,,,
2016-05-15,,0.37234770704996595,,,,,,,,,,,,,,,,,,,,
2016-05-16,,0.37508555783709796,,,,,,,,,,,,,,,,,,,,
2016-05-17,,0.3778234086242303,,,,,,,,,,,,,,,,,,,,
2016-05-18,,0.38056125941136193,,,,,,,,,,,,,,,,,,,,
2016-05-19,,0.3832991101984942,,,,,,,,,,,,,,,,,,,,
2016-05-20,,0.3860369609856263,,,,,,,,,,,,,,,,,,,,
2016-05-21,,0.3887748117727587,,,,,,,,,,,,,,,,,,,,
2016-05-22,,0.3915126625598903,,,,,,,,,,,,,,,,,,,,
2016-05-23,,0.3942505133470225,,,,,,,,,,,,,,,,,,,,
2016-05-24,,0.39698836413415467,,,,,,,,,,,,,,,,,,,,
2016-05-25,,0.39972621492128707,,,,,,,,,,,,,,,,,,,,
2016-05-26,,0.4024640657084187,,,,,,,,,,,,,,,,,,,,
2016-05-27,,0.405201916495551,,,,,,,,,,,,,,,,,,,,
2016-05-28,,0.40793976728268316,,,,,,,,,,,,,,,,,,,,
2016-05-29,,0.41067761806981545,,,,,,,,,,,,,,,,,,,,
2016-05-30,,0.41341546885694697,,,,,,,,,,,,,,,,,,,,
2016-05-31,,0.41615331964407926,,,,,,,,,,,,,,,,,,,,
2016-06-01,,0.4188911704312115,,,,,,,,,,,,,,,,,,,,
2016-06-02,,0.4216290212183437,,,,,,,,,,,,,,,,,,,,
2016-06-03,,0.42436687200547535,,,,,,,,,,,,,,,,,,,,
2016-06-04,,0.42710472279260747,,,,,,,,,,,,,,,,,,,,
2016-06-05,,0.4298425735797398,,,,,,,,,,,,,,,,,,,,
2016-06-06,,0.432580424366872,,,,,,,,,,,,,,,,,,,,
2016-06-07,,0.4353182751540036,,,,,,,,,,,,,,,,,,,,
2016-06-08,,0.43805612594113663,,,,,,,,,,,,,,,,,,,,
2016-06-09,,0.44079397672826875,,,,,,,,,,,,,,,,,,,,
2016-06-10,,0.4435318275154004,,,,,,,,,,,,,,,,,,,,
2016-06-11,,0.44626967830253256,,,,,,,,,,,,,,,,,,,,
2016-06-12,,0.44900752908966496,,,,,,,,,,,,,,,,,,,,
2016-06-13,,0.45174537987679714,,,,,,,,,,,,,,,,,,,,
2016-06-14,,0.45448323066392865,,,,,,,,,,,,,,,,,,,,
2016-06-15,,0.45722108145106083,,,,,,,,,,,,,,,,,,,,
2016-06-16,,0.45995893223819334,,,,,,,,,,,,,,,,,,,,
2016-06-17,,0.4626967830253254,,,,,,,,,,,,,,,,,,,,
2016-06-18,,0.4654346338124569,,,,,,,,,,,,,,,,,,,,
2016-06-19,,0.4681724845995891,,,,,,,,,,,,,,,,,,,,
2016-06-20,,0.4709103353867216,,,,,,,,,,,,,,,,,,,,
2016-06-21,,0.4736481861738539,,,,,,,,,,,,,,,,,,,,
2016-06-22,,0.47638603696098536,,,,,,,,,,,,,,,,,,,,
2016-06-23,,0.4791238877481175,,,,,,,,,,,,,,,,,,,,
2016-06-24,,0.48186173853525,,,,,,,,,,,,,,,,,,,,
2016-06-25,,0.4845995893223822,,,,,,,,,,,,,,,,,,,,
2016-06-26,,0.4873374401095137,,,,,,,,,,,,,,,,,,,,
2016-06-27,,0.49007529089664575,,,,,,,,,,,,,,,,,,,,
2016-06-28,,0.49281314168377843,,,,,,,,,,,,,,,,,,,,
2016-06-29,,0.49555099247091045,,,,,,,,,,,,,,,,,,,,
2016-06-30,,0.49828884325804196,,,,,,,,,,,,,,,,,,,,
2016-07-01,,0.501026694045174,,,,,,,,,,,,,,,,,,,,
2016-07-02,,0.5037645448323067,,,,,,,,,,,,,,,,,,,,
2016-07-03,,0.5065023956194388,,,,,,,,,,,,,,,,,,,,
2016-07-04,,0.5092402464065703,,,,,,,,,,,,,,,,,,,,
2016-07-05,,0.5119780971937035,,,,,,,,,,,,,,,,,,,,
2016-07-06,,0.5147159479808355,,,,,,,,,,,,,,,,,,,,
2016-07-07,,0.5174537987679672,,,,,,,,,,,,,,,,,,,,
2016-07-08,,0.5201916495550991,,,,,,,,,,,,,,,,,,,,
2016-07-09,,0.5229295003422318,,,,,,,,,,,,,,,,,,,,
2016-07-10,,0.5256673511293638,,,,,,,,,,,,,,,,,,,,
2016-07-11,,0.5284052019164954,,,,,,,,,,,,,,,,,,,,
2016-07-12,,0.5311430527036274,,,,,,,,,,,,,,,,,,,,
2016-07-13,,0.5338809034907602,,,,,,,,,,,,,,,,,,,,
2016-07-14,,0.5366187542778922,,,,,,,,,,,,,,,,,,,,
2016-07-15,,0.5393566050650237,,,,,,,,,,,,,,,,,,,,
2016-07-16,,0.5420944558521558,,,,,,,,,,,,,,,,,,,,
2016-07-17,,0.5448323066392885,,,,,,,,,,,,,,,,,,,,
2016-07-18,,0.5475701574264206,,,,,,,,,,,,,,,,,,,,
2016-07-19,,0.5503080082135521,,,,,,,,,,,,,,,,,,,,
2016-07-20,,0.553045859000684,,,,,,,,,,,,,,,,,,,,
2016-07-21,,0.555783709787817,,,,,,,,,,,,,,,,,,,,
2016-07-22,,0.5585215605749488,,,,,,,,,,,,,,,,,,,,
2016-07-23,,0.5612594113620805,,,,,,,,,,,,,,,,,,,,
2016-07-24,,0.5639972621492123,,,,,,,,,,,,,,,,,,,,
2016-07-25,,0.5667351129363453,,,,,,,,,,,,,,,,,,,,
2016-07-26,,0.5694729637234771,,,,,,,,,,,,,,,,,,,,
2016-07-27,,0.5722108145106086,,,,,,,,,,,,,,,,,,,,
2016-07-28,,0.5749486652977406,,,,,,,,,,,,,,,,,,,,
2016-07-29,,0.577686516084874,,,,,,,,,,,,,,,,,,,,
2016-07-30,,0.5804243668720055,,,,,,,,,,,,,,,,,,,,
2016-07-31,,0.583162217659137,,,,,,,,,,,,,,,,,,,,
2016-08-01,,0.5859000684462704,,,,,,,,,,,,,,,,,,,,
2016-08-02,,0.5886379192334024,,,,,,,,,,,,,,,,,,,,
2016-08-03,,0.5913757700205339,,,,,,,,,,,,,,,,,,,,
2016-08-04,,0.5941136208076657,,,,,,,,,,,,,,,,,,,,
2016-08-05,,0.5968514715947987,,,,,,,,,,,,,,,,,,,,
2016-08-06,,0.5995893223819306,,,,,,,,,,,,,,,,,,,,
2016-08-07,,0.6023271731690621,,,,,,,,,,,,,,,,,,,,
2016-08-08,,0.605065023956194,,,,,,,,,,,,,,,,,,,,
2016-08-09,,0.6078028747433271,,,,,,,,,,,,,,,,,,,,
2016-08-10,,0.6105407255304589,,,,,,,,,,,,,,,,,,,,
2016-08-11,,0.6132785763175904,,,,,,,,,,,,,,,,,,,,
2016-08-12,,0.6160164271047224,,,,,,,,,,,,,,,,,,,,
2016-08-13,,0.6187542778918553,,,,,,,,,,,,,,,,,,,,
2016-08-14,,0.6214921286789873,,,,,,,,,,,,,,,,,,,,
2016-08-15,,0.6242299794661188,,,,,,,,,,,,,,,,,,,,
2016-08-16,,0.6269678302532506,,,,,,,,,,,,,,,,,,,,
2016-08-17,,0.6297056810403837,,,,,,,,,,,,,,,,,,,,
2016-08-18,,0.6324435318275156,,,,,,,,,,,,,,,,,,,,
2016-08-19,,0.6351813826146471,,,,,,,,,,,,,,,,,,,,
2016-08-20,,0.6379192334017789,,,,,,,,,,,,,,,,,,,,
