DateTime,Total P,FracYear,d2H_1,d18O_1,d2H_2,d18O_2,d2H_3,d18O_3,d2H_4,d18O_4,d2H_5,d18O_5,d2H_6,d18O_6,d2H_7,d18O_7,d2H_8,d18O_8,d2H_9,d18O_9,d2H_10,d18O_10
2017-07-14,8.569999999999999,0.5338809034907601,-33.731479239675814,-3.6753169795109812,-58.11441319577841,-7.305435044982078,-17.99451620833132,-2.2231333232639434,-40.77452715844094,-5.540720520642603,-47.411787537330405,-7.305435044982078,-18.10163008239187,-2.1532239938225013,-47.411787537330405,-7.305435044982078,-31.801411884335742,-2.8513291207815934,-40.421055210817045,-2.8513291207815934,-40.77452715844094,-3.6753169795109812
2017-07-15,0.05,0.5366187542778922,-58.02166053971938,-3.670756272338995,14.471429014100394,2.2324473052360125,-40.32830255475801,-2.218572616091957,-27.29182761052796,-1.3456938909371807,-16.488786991871336,-0.9007259214785551,-58.02166053971938,-2.846768413609607,-21.88509438956545,-1.491552694763988,-16.488786991871336,-0.5101771932660861,-40.32830255475801,-2.148663286650515,-40.681774502381906,-2.244245713262803
2017-07-16,14.94,0.5393566050650237,-5.078903698079586,-1.1522625620764506,-57.935695253443214,-7.297579221721248,-57.935695253443214,-7.297579221721248,-14.60512208088993,-2.215277500003114,-14.60512208088993,-2.069563966805808,-40.59580921610575,-7.297579221721248,-47.233069594995214,-7.297579221721248,-47.233069594995214,-7.297579221721248,-57.935695253443214,-7.297579221721248,-57.935695253443214,-7.297579221721248
2017-07-17,1.08,0.5420944558521558,-40.516656738123686,-2.8414447475929263,-33.47360881935857,-2.0579235992830482,-17.84375966207462,-2.0579235992830482,-21.719976625307233,-1.3403702249205,-19.062396773728647,-2.0579235992830482,-4.999751220097529,-0.7709999999999999,-27.126709846269744,-2.143339620633834,-18.936392789829984,-2.0579235992830482,8.467607210170026,-0.5048535272494055,-17.31900000000001,-0.5469768811320417
2017-07-18,0.79,0.5448323066392885,-31.471225216822212,-2.0667740333916993,-21.64766037811095,-1.339608841434229,14.708863025554894,2.238532354738964,-57.78422652826488,-7.29478928830714,-27.05439359907346,-2.1425782371475632,-18.990080526532363,-2.0667740333916993,-31.471225216822212,-2.1425782371475632,-19.12628684974963,-2.0667740333916993,-21.64766037811095,-2.1425782371475632,-40.4443404909274,-2.2381606637598512
2017-07-19,0.97,0.5475701574264206,-19.06082823288016,-2.143084245408482,-33.33583395529281,-2.212993574849924,-18.924621909662893,-1.4859736535219552,-19.06082823288016,-2.143084245408482,-18.924621909662893,-1.1499786369232607,-40.37888187405794,-3.665177231096962,-6.902252592855627,-0.7707446247746477,-40.37888187405794,-2.3596217651873,-14.388194738842119,-1.102035411842528,-19.06082823288016,-2.057668224057696
2017-07-20,0.02,0.5503080082135521,-30.907679143968217,-2.240439922292893,-4.803394739746974,-0.21507050390018256,14.832903258709166,4.47174388953831,-26.93035336591919,-2.069053291924741,-39.96682831014924,-2.069053291924741,-26.93035336591919,-2.069053291924741,-30.907679143968217,-2.144857495680605,-21.523620144956677,-2.144857495680605,-26.93035336591919,-2.240439922292893,-46.9575606366626,-2.842962622639697
2017-07-21,1.9100000000000001,0.553045859000684,-33.22556505855059,-2.84600259018974,-40.26861297731572,-2.84600259018974,-18.688349029022014,-1.4907868713441212,-26.878666085461774,-2.147897463230648,-6.791983696113411,-0.5094113698462193,-17.07095623919204,-1.3449280675173139,-31.295497703210522,-2.243479889842936,-6.791983696113411,-0.5515347237288555,-30.855991863510802,-2.243479889842936,-21.471932864499262,-2.21780679267209
2017-07-22,5.1,0.555783709787817,-18.643571379489845,-2.06678722713252,-21.427155214967094,-2.06678722713252,-26.833888435929605,-2.247785675095594,-17.44382437767393,-1.3492338527699719,-4.706929809757391,-0.5558405089815135,-46.86109570667301,-5.539699775303408,-18.905781686605774,-2.222112577924748,-40.22383532778355,-7.3044142996428825,-57.563721365121026,-7.3044142996428825,-21.427155214967094,-2.152203248483306
2017-07-23,7.1,0.5585215605749488,-40.18598055960355,-3.679866562975926,-30.773359445798633,-2.855878704246538,-57.52586659694102,-7.3099846284470225,-18.731720595208508,-2.253356003899734,-18.731720595208508,-2.157773577287446,-30.773359445798633,-3.679866562975926,-31.212865285498353,-3.679866562975926,-26.796033667749604,-2.081969373531582,-33.142932640838424,-5.545270104107548,-57.52586659694102,-7.3099846284470225
2017-07-24,2.23,0.5612594113620805,-17.48216279856157,-1.123557967727204,-16.95740313648696,-1.123557967727204,-18.700799910215597,-2.260189227905446,-57.49494591194811,-3.686699786981638,8.829204073683076,-0.5261207079087293,-4.638154356584479,-0.9166694361211983,-26.765112982756694,-2.088802597537294,-18.700799910215597,-1.123557967727204,-14.164372739394823,-0.7922671806593238,-33.11201195584552,-2.260189227905446
2017-07-25,0.2,0.5639972621492123,-4.614176904706806,-0.24291390665910195,-6.654453141530658,-0.24291390665910195,-18.676822458337924,-1.3697315027261903,-18.676822458337924,-1.5155903065529976,-4.614176904706806,4.44390048677939,-57.47096846007044,-3.6947938841280044,-40.131082422732966,-2.3892384182183424,-33.08803450396784,-2.2426102278809665,-17.351071472623346,-0.5342148050550957,-57.47096846007044,-7.324911949599101
2017-07-26,,0.5667351129363453,,,,,,,,,,,,,,,,,,,,
2017-07-27,,0.5694729637234771,,,,,,,,,,,,,,,,,,,,
