DateTime,Total P,FracYear,d2H_1,d18O_1,d2H_2,d18O_2,d2H_3,d18O_3,d2H_4,d18O_4,d2H_5,d18O_5,d2H_6,d18O_6,d2H_7,d18O_7,d2H_8,d18O_8,d2H_9,d18O_9,d2H_10,d18O_10
2017-07-14,1.1200000000000003,0.5338809034907601,-33.30338379528182,-5.782619862670221,-10.300811027102622,-2.8615917650753144,-68.09537389447479,-10.349053619466206,-31.44830029353343,-6.626221906837515,-63.25948527203272,-8.773154686756481,-43.69152606517369,-7.5032521136649,-5.556603724991557,-2.6888961082307237,-60.65202892773894,-6.626221906837515,-42.90029076727935,-8.773154686756481,-60.65202892773894,-10.349053619466206
2017-07-15,1.8100000000000005,0.5366187542778922,-42.312442912081096,-2.8146626284838008,-104.26488261629704,-9.939877103671309,-32.9658811854203,-5.735690726078707,-32.9658811854203,-5.779758334228732,-9.963308417241105,-5.779758334228732,-67.75787128461327,-9.939877103671309,-42.312442912081096,-6.166226491310851,-43.35402345531217,-8.283084402299755,-5.219101115130041,-2.64196697163921,-67.75787128461327,-10.302124482874692
2017-07-16,1.5900000000000003,0.5393566050650237,-67.43574258783224,-9.894487417191037,27.430133737319693,10.470157963267328,-43.78259749204142,-7.410933290593114,-4.896972418349005,-2.5965772851589373,-11.577744922967305,-2.5965772851589373,-43.78259749204142,-6.533903083765729,1.0441277033816974,10.470157963267328,-62.59985396539017,-7.9622934770683536,-4.896972418349005,-2.5965772851589373,-67.43574258783224,-8.680835863684694
2017-07-17,1.7200000000000004,0.5420944558521558,-103.63609445887923,-15.428033878171675,-4.590312957712232,-1.9361107303844847,-42.725235297894365,-5.646464234767861,-32.33709302800249,-5.690531842917886,-11.271085462330532,-3.5203051903319804,-36.204661402541845,-6.1231855989278765,-35.64338529028701,-7.3670964857625405,-11.271085462330532,-1.8418704360147893,-22.957050484088434,-5.690531842917886,-32.33709302800249,-6.4900662789351555
2017-07-18,1.2900000000000005,0.5448323066392885,-4.299213478687815,-3.8823261277674876,-66.83798364817105,-10.170627040398788,1.6418866430428878,10.556265719262958,-10.979985983306115,-1.8938397792194275,-35.35228581126259,-5.604193283602804,-59.3946386814352,-9.808379661195406,-59.3946386814352,-8.594728107689063,-59.3946386814352,-8.594728107689063,28.027892676980883,10.556265719262958,-10.979985983306115,-2.6831651860078973
2017-07-19,2.6700000000000004,0.5475701574264206,-57.11025692095157,-7.835493132227727,-42.909385195987475,-8.110894370978855,-30.490922402002028,-5.607568302907832,-42.909385195987475,-5.9940364599899505,-66.5625302917783,-15.345070338161623,-57.11025692095157,-8.110894370978855,1.9173399994356402,-1.7589068960047354,-103.06954162346207,-15.345070338161623,-30.490922402002028,-5.640343331005133,-59.11918532504245,-8.110894370978855
2017-07-20,1.4900000000000004,0.5503080082135521,-56.85053119827025,-7.7963909472945065,-40.85737619656479,-6.368000553991881,-41.89895673979587,-6.001119873984602,-102.80981590078073,-9.728584887417188,-34.81710673218851,-5.524398509824587,-3.764034399613738,-1.719804711071515,2.1770657221169643,-1.719804711071515,-31.510814469904,-6.368000553991881,2.1770657221169643,-1.8140450054412103,-41.10772144190153,-5.601241146071913
2017-07-21,3.1100000000000008,0.553045859000684,-58.61553837041106,-8.477433123855004,-35.13446161249329,-2.3931745453292477,-29.987275447370642,-2.3931745453292477,28.80699298800502,10.673560703097017,-10.200885672281977,-3.3607392553328643,-40.61345496461473,-5.53096590791877,-61.22299471470484,-9.691084677361346,28.80699298800502,-1.6823045010156732,-40.61345496461473,-9.691084677361346,-102.56589466883068,-9.691084677361346
2017-07-22,8.02,0.555783709787817,2.6490315150690336,-2.357287407066254,-58.38749380940905,-6.294613205673046,-3.292068606661669,-2.5299830639108447,-34.345140939236444,-5.451011161505751,-12.362876927712716,-5.495078769655776,-29.18376517520354,-3.3248521170698706,-29.18376517520354,-2.357287407066254,-58.38749380940905,-7.171643412500431,-3.292068606661669,10.70944784136001,29.03503754900703,-1.6464173627526795
2017-07-23,1.7100000000000004,0.5585215605749488,-40.173309995613444,-5.893469078777228,-56.1664649973189,-7.964141390838259,-41.21489053884452,-5.847283479849356,-58.17539340140978,-7.964141390838259,-58.17539340140978,-7.964141390838259,-40.42365524095018,-5.4935903508645385,-7.824175500773453,-5.460815322767237,-21.44670572503859,-5.460815322767237,-40.42365524095018,-5.893469078777228,-3.079968198662389,-3.6948805587818963
2017-07-24,1.36,0.5612594113620805,-11.95468302863991,-3.2579590537724186,-57.97929991033625,-8.374652922294558,-57.97929991033625,-7.931511774429346,29.443231448079835,-1.5795242994552274,3.05722541414184,-1.6737645938249228,-55.97037150624537,-7.931511774429346,-29.351036987295828,-5.860839462368315,-29.351036987295828,-4.860986196190581,-7.628082009699927,-1.6737645938249228,-29.351036987295828,-5.860839462368315
2017-07-25,3.33,0.5639972621492123,3.237253961070813,10.807327034958302,-65.24261633014312,-15.134701611311275,-7.448053462770954,-1.642778463524083,29.62325999500881,10.807327034958302,-29.171008440366855,-7.625124405377379,-55.79034295931639,-9.557318345500061,-41.5894712343523,-9.919565724703444,-60.40672770770105,-9.557318345500061,-41.5894712343523,-5.397199576057484,-29.171008440366855,-6.196734012074754
2017-07-26,8.15,0.5667351129363453,-55.62643262987535,-7.59579093047908,-7.284143133329916,-1.519204694256088,-39.883622873506646,-5.367866101159184,29.787170324449846,10.836660509856603,-2.539935831218852,-2.402770395414253,-7.284143133329916,-5.32379849300916,-101.58571733238585,-9.527984870601761,29.787170324449846,-1.519204694256088,-39.883622873506646,-5.800519857169175,-29.007098110925817,-5.32379849300916
2017-07-27,5.889999999999997,0.5694729637234771,-28.859354502676375,-2.37509825616567,-57.48761742571679,-9.500312731353178,-34.00654066779902,-7.568118791230496,-39.7358792652572,-7.843520029981624,-101.43797372413641,-15.07769599716439,-64.93096239245264,-8.286661177846836,-7.136399525080474,-2.37509825616567,-101.43797372413641,-15.07769599716439,-39.485534019920465,-7.843520029981624,-64.93096239245264,-15.07769599716439
2017-07-28,3.44,0.5722108145106086,-33.87500750045179,-5.346966375040232,-39.35400085257323,-7.542116176262825,-2.260659055622174,-1.5597702344095294,-30.007439125912434,-6.1137257829602,-2.260659055622174,-1.5597702344095294,-57.35608425836956,-7.817517415013953,-64.7994292251054,-9.836557495588892,3.6804410661085285,-1.5597702344095294,-2.260659055622174,-2.3490956411979993,-55.34715585427868,-6.990755989787585
2017-07-29,8.010000000000002,0.5749486652977406,-28.037071820499357,-5.2898659508482755,3.795724869773217,-1.441204543945179,-29.892155322247746,-5.2898659508482755,-33.7597236967871,-5.676334107930394,-41.0310003256499,-6.96643059369293,-101.19115675312449,-15.027367986102066,-33.19844758453226,-5.722519706858266,-2.1453752519574856,10.914660660167511,-64.68414542144072,-7.51779078016817,30.181730903711212,-1.441204543945179
2017-07-30,1.9000000000000001,0.577686516084874,-27.93807149484944,-5.267224971902694,-57.14180012905496,-9.427343741345272,-29.793154996597828,-3.0969983193167887,-27.93807149484944,-5.267224971902694,-55.132871724964076,-6.066759407919964,-11.117183247358614,-3.0969983193167887,-11.117183247358614,-1.512803859369293,3.894725195423135,-1.4185635649995976,-57.14180012905496,-7.770551039973716,-27.93807149484944,-3.0969983193167887
2017-07-31,1.4400000000000004,0.5804243668720055,-33.57803581929126,-7.474199939256033,-1.9636873744616459,-1.491853997402738,-1.9636873744616459,-2.108483747346617,-55.050184173118154,-8.192742325872373,-29.710467444751906,-5.246275109936139,-6.70789467657271,-1.3976137030330427,-57.059112577209035,-9.406393879378715,-59.66656892150281,-9.406393879378715,-11.034495695512692,-1.491853997402738,-1.9636873744616459,10.958251501079648
